total_municipios,cobertura_agua_estado_pct,media_cobertura_agua_pct,desvio_padrao_agua_pct,min_cobertura_agua_pct,max_cobertura_agua_pct,cobertura_esgoto_estado_pct,media_cobertura_esgoto_pct,desvio_padrao_esgoto_pct,min_cobertura_esgoto_pct,max_cobertura_esgoto_pct
793,80.41,67.91,19.56,14.19,100.00,62.63,32.04,35.51,0.00,100.00
