codigo_ibge,nome_municipio,sigla_uf,perc_atendimento_agua,perc_atendimento_esgoto
310770,Bom Jesus do Amparo,MG,,43.53
310820,Bonfinópolis de Minas,MG,,72.47
310870,Brás Pires,MG,48.65,0.0
310890,Brazópolis,MG,,83.54
310925,Bugre,MG,,100.0
310940,Buritizeiro,MG,99.99,0.0
310945,Cabeceira Grande,MG,100.0,0.0
310960,Cachoeira da Prata,MG,95.7,95.22
310970,Cachoeira de Minas,MG,,87.05
310980,Cachoeira Dourada,MG,88.82,88.24
310990,Caetanópolis,MG,,67.59
311000,Caeté,MG,97.82,89.51
311010,Caiana,MG,,100.0
311020,Cajuri,MG,,53.52
311060,Cambuí,MG,100.0,100.0
311100,Campestre,MG,,52.98
311115,Campo Azul,MG,,72.82
311120,Campo Belo,MG,96.15,94.95
311130,Campo do Meio,MG,90.06,87.65
311150,Campos Altos,MG,,100.0
311160,Campos Gerais,MG,,100.0
311170,Canaã,MG,,100.0
311180,Canápolis,MG,,89.58
311190,Cana Verde,MG,,72.78
311210,Caparaó,MG,,38.51
311220,Capela Nova,MG,,41.16
311240,Capetinga,MG,,100.0
311260,Capinópolis,MG,,92.06
311265,Capitão Andrade,MG,74.01,74.01
311280,Capitólio,MG,,79.45
311290,Caputira,MG,,50.44
311310,Caranaíba,MG,71.4,30.03
311320,Carandaí,MG,,100.0
311330,Carangola,MG,75.73,58.5
311360,Careaçu,MG,,100.0
311380,Carmésia,MG,73.31,53.31
311400,Carmo da Mata,MG,96.51,85.27
311410,Carmo de Minas,MG,100.0,74.1
311420,Carmo do Cajuru,MG,93.69,73.1
311450,Carmópolis de Minas,MG,100.0,100.0
311460,Carrancas,MG,68.63,0.0
311470,Carvalhópolis,MG,,73.24
311490,Casa Grande,MG,100.0,0.0
311500,Cascalho Rico,MG,,33.78
311510,Cássia,MG,,99.99
311535,Catas Altas,MG,87.94,74.62
311540,Catas Altas da Noruega,MG,41.28,0.0
311560,Cedro do Abaeté,MG,,60.17
311570,Central de Minas,MG,82.6,82.6
311590,Chácara,MG,,71.52
311600,Chalé,MG,57.07,57.07
311630,Cipotânea,MG,,100.0
311640,Claraval,MG,99.59,30.78
311690,Comendador Gomes,MG,,50.74
311710,Conceição da Aparecida,MG,,62.95
311720,Conceição das Pedras,MG,99.96,100.0
311730,Conceição das Alagoas,MG,98.86,97.73
311740,Conceição de Ipanema,MG,100.0,100.0
311780,Conceição dos Ouros,MG,,78.2
311840,Conselheiro Pena,MG,100.0,100.0
311850,Consolação,MG,54.98,54.98
311870,Coqueiral,MG,83.36,79.4
311900,Cordislândia,MG,,80.17
311920,Coroaci,MG,,56.37
311930,Coromandel,MG,,71.54
311960,Coronel Pacheco,MG,71.79,71.79
311970,Coronel Xavier Chaves,MG,,54.32
311980,Córrego Danta,MG,,96.28
311990,Córrego do Bom Jesus,MG,96.2,26.49
311995,Córrego Fundo,MG,88.08,63.44
312000,Córrego Novo,MG,,100.0
312020,Cristais,MG,,99.54
312050,Cristina,MG,99.89,98.91
312060,Crucilândia,MG,,62.62
312070,Cruzeiro da Fortaleza,MG,,100.0
312083,Cuparaque,MG,,100.0
312087,Curral de Dentro,MG,,63.56
312100,Datas,MG,40.12,71.77
312110,Delfim Moreira,MG,37.47,37.47
312125,Delta,MG,95.73,91.77
312130,Descoberto,MG,,85.35
312140,Desterro de Entre Rios,MG,59.52,52.7
312170,Diogo de Vasconcelos,MG,87.99,41.84
312180,Dionísio,MG,,81.98
312190,Divinésia,MG,,87.46
312210,Divino das Laranjeiras,MG,,79.49
312220,Divinolândia de Minas,MG,94.06,66.62
312240,Divisa Nova,MG,,80.84
312247,Dom Bosco,MG,85.28,33.01
312250,Dom Cavati,MG,,89.27
312260,Dom Joaquim,MG,,38.32
312270,Dom Silvério,MG,,99.48
312280,Dom Viçoso,MG,99.93,70.35
312290,Dona Eusébia,MG,,99.68
312300,Dores de Campos,MG,100.0,90.94
312310,Dores de Guanhães,MG,99.24,0.0
312330,Dores do Turvo,MG,,80.75
312350,Douradoquara,MG,99.84,99.84
312352,Durandé,MG,,61.53
312360,Elói Mendes,MG,78.71,78.71
312370,Engenheiro Caldas,MG,,44.37
312390,Entre Rios de Minas,MG,,67.94
312420,Espera Feliz,MG,,100.0
312440,Espírito Santo do Dourado,MG,99.62,99.62
312450,Estiva,MG,,70.16
312460,Estrela Dalva,MG,,76.43
312500,Ewbank da Câmara,MG,95.42,0.0
312580,Fernandes Tourinho,MG,,65.71
312590,Ferros,MG,,19.9
312595,Fervedouro,MG,46.04,46.04
312600,Florestal,MG,,67.09
312610,Formiga,MG,98.0,91.75
312630,Fortaleza de Minas,MG,,72.0
312650,Francisco Badaró,MG,,15.03
312670,Francisco Sá,MG,60.18,52.8
312675,Franciscópolis,MG,,41.35
312733,Gameleiras,MG,92.76,0.0
312737,Goiabeira,MG,82.86,74.19
312738,Goianá,MG,,87.19
312750,Gonzaga,MG,72.77,61.45
312760,Gouveia,MG,,67.73
312770,Governador Valadares,MG,99.34,96.85
312800,Guanhães,MG,80.74,80.74
312810,Guapé,MG,100.0,100.0
312830,Guaranésia,MG,,94.09
312840,Guarani,MG,79.11,79.11
312880,Guidoval,MG,,56.65
312900,Guiricema,MG,,48.53
312910,Gurinhatã,MG,,100.0
312920,Heliodora,MG,,75.15
312930,Iapu,MG,,70.49
312940,Ibertioga,MG,,76.66
312950,Ibiá,MG,91.67,86.88
312990,Ibitiúra de Minas,MG,,69.97
313000,Ibituruna,MG,86.71,86.71
313020,Igaratinga,MG,,81.82
313030,Iguatama,MG,88.61,72.71
313040,Ijaci,MG,100.0,100.0
313050,Ilicínea,MG,,99.82
313055,Imbé de Minas,MG,,78.84
313060,Inconfidentes,MG,,54.15
313070,Indianópolis,MG,,64.63
313080,Ingaí,MG,,61.8
313100,Inhaúma,MG,100.0,24.18
313115,Ipaba,MG,,89.87
313120,Ipanema,MG,78.15,76.59
313160,Iraí de Minas,MG,,100.0
313170,Itabira,MG,96.9,92.26
313190,Itabirito,MG,97.99,85.41
313220,Itaguara,MG,99.96,99.93
313280,Itambé do Mato Dentro,MG,46.75,46.75
313310,Itanhandu,MG,99.43,99.43
313320,Itanhomi,MG,,99.88
313340,Itapagipe,MG,,84.89
313375,Itaú de Minas,MG,,100.0
313380,Itaúna,MG,99.85,95.59
313410,Itueta,MG,,56.17
313420,Ituiutaba,MG,95.84,95.84
313430,Itumirim,MG,,74.76
313450,Itutinga,MG,,67.99
313480,Jacuí,MG,,62.31
313500,Jaguaraçu,MG,71.03,71.03
313530,Japaraíba,MG,100.0,64.74
313540,Jeceaba,MG,99.98,64.13
313550,Jequeri,MG,56.76,56.76
313570,Jequitibá,MG,,44.8
313590,Jesuânia,MG,64.98,64.98
313610,Joanésia,MG,54.77,38.02
313620,João Monlevade,MG,100.0,100.0
313640,Joaquim Felício,MG,,20.37
313655,José Raydan,MG,,57.11
313660,Nova União,MG,,60.46
313690,Juruaia,MG,,48.87
313710,Lagamar,MG,,76.7
313720,Lagoa da Prata,MG,82.7,81.83
313740,Lagoa Dourada,MG,,85.9
313750,Lagoa Formosa,MG,100.0,100.0
313753,Lagoa Grande,MG,,73.47
313770,Lajinha,MG,62.47,49.6
313780,Lambari,MG,78.08,75.95
313790,Lamim,MG,100.0,0.0
313800,Laranjal,MG,,100.0
313810,Lassance,MG,100.0,0.0
313840,Leopoldina,MG,,99.13
313860,Lima Duarte,MG,93.52,92.56
313867,Luisburgo,MG,29.44,29.44
313870,Luminárias,MG,77.0,76.93
313880,Luz,MG,,99.78
313890,Machacalis,MG,,99.97
313900,Machado,MG,99.37,99.37
313910,Madre de Deus de Minas,MG,,85.99
313925,Mamonas,MG,55.25,6.38
313940,Manhuaçu,MG,100.0,100.0
313950,Manhumirim,MG,78.18,76.37
313960,Mantena,MG,98.05,98.05
313970,Maravilhas,MG,,68.35
313980,Mar de Espanha,MG,,92.01
313990,Maria da Fé,MG,,53.86
314000,Mariana,MG,100.0,100.0
314020,Maripá de Minas,MG,,70.0
314030,Marliéria,MG,100.0,70.97
314040,Marmelópolis,MG,99.44,70.34
314060,Materlândia,MG,,68.63
314080,Matias Barbosa,MG,,96.53
314090,Matipó,MG,,72.53
314100,Mato Verde,MG,,66.67
314120,Matutina,MG,,89.98
314130,Medeiros,MG,,100.0
314160,Mercês,MG,,100.0
314170,Mesquita,MG,79.92,68.32
314190,Minduri,MG,,90.98
314220,Miraí,MG,,95.38
314240,Moema,MG,91.08,79.46
314260,Monsenhor Paulo,MG,,75.15
314280,Monte Alegre de Minas,MG,73.85,73.15
314300,Monte Belo,MG,,4.57
314310,Monte Carmelo,MG,100.0,84.11
314320,Monte Santo de Minas,MG,,73.99
314345,Montezuma,MG,,30.79
314360,Morro da Garça,MG,,57.23
314370,Morro do Pilar,MG,75.94,0.0
314390,Muriaé,MG,92.52,92.52
314410,Muzambinho,MG,,92.58
314435,Naque,MG,,77.14
314450,Nazareno,MG,,76.18
314460,Nepomuceno,MG,100.0,100.0
314470,Nova Era,MG,94.0,94.0
314500,Nova Ponte,MG,85.78,85.78
314520,Nova Serrana,MG,3.53,0.39
314540,Olaria,MG,100.0,100.0
314550,Olímpio Noronha,MG,88.79,88.79
314560,Oliveira,MG,100.0,100.0
314570,Oliveira Fortes,MG,,99.86
314580,Onça de Pitangui,MG,,56.58
314600,Ouro Fino,MG,100.0,100.0
314630,Padre Paraíso,MG,,49.15
314650,Pains,MG,99.65,85.3
314660,Paiva,MG,100.0,0.0
314690,Papagaios,MG,100.0,84.09
314730,Paraisópolis,MG,99.31,98.35
314740,Paraopeba,MG,,87.31
314760,Passa Quatro,MG,76.91,100.0
314770,Passa Tempo,MG,,77.9
314790,Passos,MG,94.87,93.8
314810,Patrocínio,MG,100.0,100.0
314830,Paula Cândido,MG,,57.31
314860,Peçanha,MG,,57.03
314880,Pedra do Anta,MG,,65.14
314890,Pedra do Indaiá,MG,,50.29
314900,Pedra Dourada,MG,59.4,59.4
314920,Pedrinópolis,MG,,89.35
314940,Pedro Teixeira,MG,66.52,66.52
314960,Pequi,MG,100.0,57.66
314970,Perdigão,MG,,98.38
314980,Perdizes,MG,,100.0
314995,Periquito,MG,,100.0
315050,Pimenta,MG,98.68,87.21
315053,Pingo-d Água,MG,,99.42
315057,Pintópolis,MG,,100.0
315060,Piracema,MG,61.07,42.28
315080,Piranga,MG,,30.04
315090,Piranguçu,MG,,63.5
315100,Piranguinho,MG,,61.79
315120,Pirapora,MG,97.15,46.29
315130,Piraúba,MG,,93.48
315150,Piumhi,MG,89.59,89.59
315160,Planura,MG,,97.23
315180,Poços de Caldas,MG,100.0,100.0
315190,Pocrane,MG,74.81,61.53
315200,Pompéu,MG,,84.9
315210,Ponte Nova,MG,100.0,100.0
315213,Ponto Chique,MG,,98.4
315280,Prata,MG,,78.15
315290,Pratápolis,MG,87.92,79.94
315300,Pratinha,MG,57.41,57.41
315320,Presidente Juscelino,MG,,48.43
315330,Presidente Kubitschek,MG,68.93,68.83
315340,Presidente Olegário,MG,,67.07
315350,Alto Jequitibá,MG,,100.0
315380,Queluzito,MG,97.38,51.08
315400,Raul Soares,MG,93.72,74.28
315410,Recreio,MG,99.96,88.06
315415,Reduto,MG,97.97,66.46
315470,Ribeirão Vermelho,MG,,92.29
315480,Rio Acima,MG,99.01,86.53
315500,Rio Doce,MG,98.63,98.63
315540,Rio Novo,MG,,98.81
315570,Rio Piracicaba,MG,,98.43
315580,Rio Pomba,MG,,87.27
315590,Rio Preto,MG,91.02,0.0
315600,Rio Vermelho,MG,,47.72
315620,Rochedo de Minas,MG,89.94,89.94
315630,Rodeiro,MG,,98.18
315645,Rosário da Limeira,MG,,65.19
315660,Rubim,MG,,74.98
315680,Sabinópolis,MG,64.55,44.44
315690,Sacramento,MG,100.0,100.0
315720,Santa Bárbara,MG,,92.08
315733,Santa Cruz de Minas,MG,100.0,100.0
315740,Santa Cruz do Escalvado,MG,,57.53
315770,Santa Juliana,MG,,100.0
315790,Santa Margarida,MG,,48.8
315800,Santa Maria de Itabira,MG,,81.29
315840,Santana de Cataguases,MG,,80.53
315850,Santana de Pirapama,MG,,37.3
315870,Santana do Garambéu,MG,100.0,73.94
315880,Santana do Jacaré,MG,,95.3
315890,Santana do Manhuaçu,MG,,61.11
315900,Santana do Riacho,MG,64.84,0.0
315910,Santana dos Montes,MG,82.6,74.61
315980,Santa Vitória,MG,,98.66
316010,Santo Antônio do Grama,MG,,98.42
316030,Santo Antônio do Jacinto,MG,,100.0
316080,São Bento Abade,MG,,97.67
316100,São Domingos do Prata,MG,,60.86
316120,São Francisco de Paula,MG,,71.91
316130,São Francisco de Sales,MG,,99.86
316140,São Francisco do Glória,MG,60.49,36.95
316150,São Geraldo,MG,,70.83
316160,São Geraldo da Piedade,MG,31.09,31.09
316165,São Geraldo do Baixio,MG,69.44,65.79
316180,São Gonçalo do Pará,MG,,93.42
316190,São Gonçalo do Rio Abaixo,MG,100.0,100.0
316200,São Gonçalo do Sapucaí,MG,,78.14
316220,São João Batista do Glória,MG,81.22,80.02
316225,São João da Lagoa,MG,99.41,0.0
316230,São João da Mata,MG,98.43,98.47
316250,São João del Rei,MG,85.8,94.54
316257,São João do Manteninha,MG,56.0,56.0
316265,São João do Pacuí,MG,98.73,0.0
316280,São João Evangelista,MG,,67.29
316294,São José da Barra,MG,,96.32
316300,São José da Safira,MG,,74.57
316310,São José da Varginha,MG,100.0,33.55
316320,São José do Alegre,MG,,72.38
316340,São José do Goiabal,MG,,65.46
316360,São José do Mantimento,MG,,55.9
316370,São Lourenço,MG,100.0,92.5
316390,São Pedro da União,MG,,96.43
316410,São Pedro do Suaçuí,MG,,41.34
316443,São Sebastião da Vargem Alegre,MG,,52.88
316460,São Sebastião do Oeste,MG,,59.28
316480,São Sebastião do Rio Preto,MG,55.48,0.0
316490,São Sebastião do Rio Verde,MG,100.0,100.0
316510,São Tomás de Aquino,MG,,79.28
316530,São Vicente de Minas,MG,,100.0
316550,Sardoá,MG,,35.82
316557,Senador Amaral,MG,,100.0
316560,Senador Cortes,MG,76.06,71.11
316570,Senador Firmino,MG,100.0,58.39
316580,Senador José Bento,MG,36.57,36.57
316590,Senador Modestino Gonçalves,MG,,98.62
316600,Senhora de Oliveira,MG,57.29,57.29
316620,Senhora dos Remédios,MG,66.35,44.84
316640,Seritinga,MG,85.08,85.08
316680,Serra do Salitre,MG,,98.57
316690,Serrania,MG,,86.74
316720,Sete Lagoas,MG,99.53,96.43
316730,Silveirânia,MG,,100.0
316740,Silvianópolis,MG,60.23,60.23
316750,Simão Pereira,MG,99.89,99.77
316760,Simonésia,MG,,99.51
316770,Sobrália,MG,,78.87
316780,Soledade de Minas,MG,66.25,66.25
316790,Tabuleiro,MG,,94.55
316805,Taparuba,MG,44.78,44.78
316820,Tapiraí,MG,,57.95
316840,Tarumirim,MG,,56.11
316890,Tiros,MG,,69.73
316900,Tocantins,MG,100.0,100.0
316905,Tocos do Moji,MG,60.72,0.0
316920,Tombos,MG,82.09,82.09
316940,Três Pontas,MG,100.0,99.6
316950,Tumiritinga,MG,,46.02
316960,Tupaciguara,MG,99.95,99.95
317005,Ubaporanga,MG,,53.38
317010,Uberaba,MG,99.8,98.5
317020,Uberlândia,MG,100.0,98.24
317040,Unaí,MG,83.96,72.39
317047,Uruana de Minas,MG,76.78,76.78
317050,Urucânia,MG,,100.0
317052,Urucuia,MG,,7.1
317060,Vargem Bonita,MG,,100.0
317110,Veríssimo,MG,,93.64
317115,Vermelho Novo,MG,39.45,39.39
317130,Viçosa,MG,96.0,83.0
317140,Vieiras,MG,,89.64
317160,Virgem da Lapa,MG,,47.44
317180,Virginópolis,MG,,96.97
317210,Volta Grande,MG,,98.67
