cod_munip,nome_munip,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,amostra_turbidez_irregular,amostra_coliformes,amostra_coliformes_irregular,,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico
314590,Ouro Branco,40220,34896,2894.18,2848.54,45.64,2894.18,34355,1361.55,1361.55,5106,9,5104,0,668,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314600,Ouro Fino,33938,33938,2684.88,1426.08,1258.80,1426.08,33938,1424.33,0.00,5340,0,5340,0,957,0,,31460011,Departamento Municipal Autônomo de Água e Esgoto,DMAAE,Local,Autarquia,Água e Esgoto
314610,Ouro Preto,74824,65196,12851.77,6403.55,6257.22,0.00,41530,3218.05,35.96,24600,118,24600,724,4438,150,,31461012,Ouro Preto Serviços de Saneamento S.A.,SANEOURO,Local,Empresa privada,Água e Esgoto
314620,Ouro Verde de Minas,5895,3404,166.68,166.68,0.00,166.68,3122,96.37,0.00,2649,0,2643,0,109,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314625,Padre Carvalho,6466,3766,307.35,226.74,80.61,307.35,1813,63.44,63.44,3101,35,3108,160,631,1,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
314630,Padre Paraíso,20346,10932,643.04,643.04,0.00,643.04,,,,3904,0,3902,0,236,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314630,Padre Paraíso,20346,,,,,,10000,470.00,200.00,,,,,,,,31463011,Prefeitura Municipal de Padre Paraíso,PMPP,Local,Administração pública direta,Esgoto
314655,Pai Pedro,6098,1613,98.38,0.00,98.38,98.38,,,,507,0,489,1,140,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314640,Paineiras,4440,3278,262.98,0.00,262.98,262.98,,,,399,0,408,0,149,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314650,Pains,8308,8279,966.00,0.00,966.00,0.00,7087,772.00,0.00,2958,0,2958,0,2958,0,,31465011,Serviço Autônomo de Água e Esgoto de Pains,SAAE,Local,Autarquia,Água e Esgoto
314660,Paiva,1517,1517,53.00,53.00,0.00,0.00,,,,1,0,1,0,1,0,,31466011,Prefeitura Municipal de Paiva,PMP,Local,Administração pública direta,Água
314670,Palma,6606,4730,371.67,302.77,68.90,371.67,,,,3741,0,3762,0,372,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314675,Palmópolis,5196,3989,239.59,239.59,0.00,239.59,,,,3952,0,3947,0,350,8,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314690,Papagaios,15922,15922,1125.00,0.00,1125.00,0.00,13389,1030.00,1030.00,4,0,4,0,4,0,,31469011,Prefeitura Municipal de Papagaios,PMP,Local,Administração pública direta,Água e Esgoto
314710,Pará de Minas,95616,95616,6714.36,5441.38,1272.98,6714.36,95060,4715.96,4715.96,10733,0,10733,0,5356,0,,31471011,Águas de Pará de Minas S. A.,CAPAM,Local,Empresa privada,Água e Esgoto
314700,Paracatu,94539,76359,5628.23,1876.08,3752.15,5628.23,71046,2634.20,2568.15,5488,1,5421,704,887,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314720,Paraguaçu,21693,17872,1458.50,1444.10,14.40,1458.50,17872,860.20,860.20,3960,0,3960,0,480,0,,31472011,Concessionária de Saneamento Básico Ltda,COSÁGUA,Local,Empresa privada,Água e Esgoto
314730,Paraisópolis,21353,21205,1656.00,1580.00,76.00,1580.00,21000,902.00,0.00,4036,0,4036,20,578,0,,31473011,Serviço Autônomo de Água e Esgoto de Paraisópolis,SAAE,Local,Autarquia,Água e Esgoto
314740,Paraopeba,24854,20178,1654.02,275.67,1378.35,1654.02,,,,6001,0,6006,0,670,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314740,Paraopeba,24854,,,,,,21700,621.41,0.00,,,,,,,,31474011,Prefeitura Municipal de Paraopeba,PMP,Local,Administração pública direta,Esgoto
314760,Passa Quatro,16439,12644,1100.00,101.00,0.00,0.00,16439,1000.00,0.00,4320,432,120,65,110,0,,31476011,Prefeitura Municipal de Passa Quatro,PMPQ,Local,Administração pública direta,Água e Esgoto
314770,Passa Tempo,8031,6051,448.13,448.13,0.00,448.13,,,,4982,0,4986,258,166,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314770,Passa Tempo,8031,,,,,,6256,257.09,0.00,,,,,,,,31477011,Prefeitura Municipal de Passa Tempo,PMPT,Local,Administração pública direta,Esgoto
314780,Passa-Vinte,2024,1258,162.39,0.00,162.39,162.39,,,,196,0,194,0,136,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314750,Passabém,1619,982,63.35,0.00,63.35,63.35,496,18.09,0.00,966,0,940,0,121,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314790,Passos,115970,110026,11030.43,11030.43,0.00,11030.43,108782,6311.83,3947.51,10735,0,10735,0,2026,0,,31479011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
314795,Patis,6031,2274,127.06,0.00,127.06,127.06,,,,500,0,500,0,133,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314800,Patos de Minas,154641,134513,11397.86,11268.83,129.03,11397.86,131458,7228.21,4490.98,14386,20,14599,38,2922,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314810,Patrocínio,92116,92116,7582.00,7582.00,0.00,7582.00,92116,3633.00,3542.00,4910,160,4085,2935,724,0,,31481011,Departamento de Água e Esgoto de Patrocínio,DAEPA,Local,Autarquia,Água e Esgoto
314820,Patrocínio do Muriaé,5744,4628,400.87,200.44,200.43,400.87,,,,1851,0,1865,2,133,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314830,Paula Cândido,9597,5163,296.40,258.89,37.51,296.40,,,,995,0,957,0,259,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314830,Paula Cândido,9597,,,,,,5500,1000.00,0.00,,,,,,,,31483011,Prefeitura Municipal de Paula Candido,PMPC,Local,Administração pública direta,Esgoto
314840,Paulistas,4794,2333,147.69,147.69,0.00,147.69,,,,4739,1,4739,2,166,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314850,Pavão,8390,5069,267.12,234.15,32.97,267.12,4977,120.37,120.37,4580,119,4598,9,304,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
314860,Peçanha,17534,8887,636.53,318.27,318.26,636.53,,,,4755,217,4759,74,268,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314860,Peçanha,17534,,,,,,10000,1700.00,0.00,,,,,,,,31486011,Prefeitura Municipal de Peçanha,PMP,Local,Administração pública direta,Esgoto
314870,Pedra Azul,24333,17622,995.77,995.77,0.00,995.77,16399,482.53,459.38,4234,86,4231,1,392,14,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314880,Pedra do Anta,2960,2011,147.51,0.00,147.51,147.51,,,,1210,1,1190,0,146,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314880,Pedra do Anta,2960,,,,,,1928,77.74,0.00,,,,,,,,31488011,Prefeitura Municipal de Pedra do Anta,PMPA,Local,Administração pública direta,Esgoto
314890,Pedra do Indaiá,3977,2098,160.49,160.49,0.00,160.49,,,,2400,0,2400,0,144,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314890,Pedra do Indaiá,3977,,,,,,2000,66.00,66.00,,,,,,,,31489011,Prefeitura Municipal de Pedra do Indaiá,PMPI,Local,Administração pública direta,Esgoto
314900,Pedra Dourada,2559,1520,170.00,85.00,85.00,0.00,1520,160.00,23.00,4,0,180,0,180,180,,31490011,Prefeitura Municipal de Pedra Dourada,PMPD,Local,Administração pública direta,Água e Esgoto
314910,Pedralva,11098,5452,413.13,206.57,206.56,413.13,4828,185.15,185.15,2861,0,2839,0,156,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314915,Pedras de Maria da Cruz,12313,6431,318.04,318.04,0.00,318.04,1401,37.12,37.12,4021,0,4022,0,165,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314920,Pedrinópolis,3651,2629,253.33,0.00,253.33,253.33,,,,498,0,498,0,133,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314920,Pedrinópolis,3651,,,,,,3262,79.25,72.50,,,,,,,,31492011,Prefeitura Municipal de Pedrinópolis,PMP,Local,Administração pública direta,Esgoto
314930,Pedro Leopoldo,65149,54288,5961.00,3576.60,2384.40,5961.00,41145,1732.93,872.52,6372,4,6370,5,822,18,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314940,Pedro Teixeira,1804,1200,99.63,0.00,25.00,0.00,1200,63.55,45.62,65,0,56,0,12,0,,31494011,Prefeitura Municipal de Pedro Teixeira,PMPT,Local,Administração pública direta,Água e Esgoto
314950,Pequeri,3340,2788,281.80,140.90,140.90,281.80,,,,2661,11,2675,6,130,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314960,Pequi,4457,4457,620.59,330.94,289.65,330.94,2570,380.00,66.00,6692,497,7154,7,935,0,,31496011,Prefeitura Municipal de Pequi,PMP,Local,Administração pública direta,Água e Esgoto
314970,Perdigão,11994,9568,628.91,628.91,0.00,628.91,,,,5335,0,5335,0,229,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314970,Perdigão,11994,,,,,,11800,500.00,0.00,,,,,,,,31497011,Prefeitura Municipal de Perdigão,PMP,Local,Administração pública direta,Esgoto
314980,Perdizes,16469,10984,891.69,891.69,0.00,891.69,,,,7004,0,7001,1,280,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314980,Perdizes,16469,,,,,,16469,876.00,876.00,,,,,,,,31498011,Prefeitura Municipal de Perdizes,PMP,Local,Administração pública direta,Esgoto
314990,Perdões,21577,17984,1388.35,1341.77,46.58,1388.35,15892,699.27,0.00,4696,0,4657,0,688,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
314995,Periquito,6738,4469,438.47,334.25,104.22,438.47,,,,4883,1,4795,3,503,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
314995,Periquito,6738,,,,,,6738,246.00,39.00,,,,,,,,31499511,Prefeitura Municipal de Periquito,PMP,Local,Administração pública direta,Esgoto
315000,Pescador,4261,3071,154.88,154.88,0.00,154.88,,,,4150,1,4135,0,193,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
315015,Piedade de Caratinga,8832,5338,276.27,276.27,0.00,276.27,,,,1952,3,1953,13,136,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315020,Piedade de Ponte Nova,4141,3045,220.36,220.36,0.00,220.36,,,,2412,0,2412,0,109,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315030,Piedade do Rio Grande,4436,3013,240.71,0.00,240.71,240.71,,,,973,0,957,0,309,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315040,Piedade dos Gerais,5034,2278,173.82,57.94,115.88,173.82,,,,4050,2,4043,20,112,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315050,Pimenta,8715,8600,800.00,0.00,666.47,0.00,7600,600.00,600.00,2244,0,2591,0,300,0,,31505011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
315053,Pingo-d Água,5029,4272,250.41,250.41,0.00,250.41,,,,2475,0,2451,0,108,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315053,Pingo-d Água,5029,,,,,,5000,500.00,0.00,,,,,,,,31505311,Prefeitura Municipal de Pingo-D'Água,PMPA,Local,Administração pública direta,Esgoto
315057,Pintópolis,7540,2660,153.42,0.00,153.42,153.42,,,,857,0,857,0,133,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315057,Pintópolis,7540,,,,,,7540,100.00,100.00,,,,,,,,31505711,Prefeitura Municipal de Pintópolis,PMP,Local,Administração pública direta,Esgoto
315060,Piracema,6386,3900,820.00,500.80,12.05,0.00,2700,330.00,0.00,4500,100,4500,150,240,2,,31506011,Prefeitura Municipal de Piracema,PMP,Local,Administração pública direta,Água e Esgoto
315070,Pirajuba,6491,4567,332.79,0.00,332.79,332.79,4640,228.20,57.80,476,0,209,0,111,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315080,Piranga,17641,5666,410.23,410.23,0.00,410.23,,,,2437,0,2437,5,142,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315080,Piranga,17641,,,,,,5300,544.74,108.88,,,,,,,,31508011,Prefeitura Municipal de Piranga,PMP,Local,Administração pública direta,Esgoto
315090,Piranguçu,5504,1873,230.91,230.91,0.00,230.91,,,,2692,1,2688,2,160,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315090,Piranguçu,5504,,,,,,3495,71.00,0.00,,,,,,,,31509011,Prefeitura Municipal de Piranguçu,PMP,Local,Administração pública direta,Esgoto
315100,Piranguinho,8683,5312,568.08,553.44,14.64,568.08,,,,10379,1,10371,4,351,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315100,Piranguinho,8683,,,,,,5365,203.53,0.00,,,,,,,,31510011,Prefeitura Municipal de Piranguinho,PMP,Local,Administração pública direta,Esgoto
315110,Pirapetinga,10791,7996,642.01,642.01,0.00,642.01,7291,326.83,0.00,8456,1,8447,2,250,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315120,Pirapora,56845,55223,6943.26,6943.26,0.00,6943.26,26314,1261.00,1261.00,7112,11,7098,465,821,21,,31512011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
315130,Piraúba,10732,7805,667.75,0.00,667.75,667.75,,,,464,0,416,1,333,6,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315130,Piraúba,10732,,,,,,10032,470.06,0.00,,,,,,,,31513011,Prefeitura Municipal de Piraúba,PMP,Local,Administração pública direta,Esgoto
315140,Pitangui,28433,23465,1901.98,1901.98,0.00,1901.98,,,,4679,0,4676,4,480,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315150,Piumhi,35137,31479,4057.30,4057.30,0.00,0.00,31479,1766.59,1766.59,5369,33,5369,96,672,10,,31515011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
315160,Planura,12445,11444,896.42,448.21,448.21,896.42,,,,4947,0,4947,0,279,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315160,Planura,12445,,,,,,12100,980.00,980.00,,,,,,,,31516011,Prefeitura Municipal de Planura,PMP,Local,Administração pública direta,Esgoto
315170,Poço Fundo,16900,8997,634.00,634.00,0.00,634.00,,,,3784,0,3768,0,210,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315180,Poços de Caldas,169838,169838,17654.65,17415.76,238.89,17415.76,169838,10187.63,10187.63,15351,148,15761,39,3426,17,,31518011,Departamento Municipal de Água e Esgoto,DMAE,Local,Autarquia,Água e Esgoto
315190,Pocrane,8288,6200,1300.00,850.00,0.00,0.00,5100,900.00,0.00,6231,50,14865,2537,433,0,,31519012,SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO,SAAE,Local,Autarquia,Água e Esgoto
315200,Pompéu,32248,25433,2537.45,1268.73,1268.72,2537.45,,,,9519,0,9523,9,614,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315200,Pompéu,32248,,,,,,27379,1916.53,0.00,,,,,,,,31520011,Prefeitura Municipal de Pompeu,PMP,Local,Administração pública direta,Esgoto
315210,Ponte Nova,60003,60003,7415.00,7155.00,260.00,7155.00,60003,2694.14,0.00,6286,4,6286,6,1936,2,,31521011,"Departamento Municipal de Água, Esgoto e Saneamento",DMAES,Local,Autarquia,Água e Esgoto
315213,Ponto Chique,4305,2581,160.77,0.00,160.77,160.77,,,,507,0,480,0,133,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
315213,Ponto Chique,4305,,,,,,4236,45.00,0.00,,,,,,,,31521311,Prefeitura Municipal de Ponto Chique,PMPC,Local,Administração pública direta,Esgoto
315217,Ponto dos Volantes,12235,4960,446.98,255.93,191.05,255.93,,,,8031,2,8030,173,355,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
315220,Porteirinha,37823,19911,1868.21,1868.21,0.00,1868.21,7353,347.90,341.18,14213,28,14148,37,1151,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
315230,Porto Firme,11414,5215,379.62,0.00,379.62,379.62,,,,555,1,517,0,170,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
